Probe Set Name	Description
ENSG00000172469_at	mannosidase, endo-alpha [Source:HGNC Symbol;Acc:HGNC:21072]
ENSG00000172476_at	RAB40A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18283]
ENSG00000172478_at	chromosome 2 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:26216]
ENSG00000172482_at	alanine-glyoxylate aminotransferase [Source:HGNC Symbol;Acc:HGNC:341]
ENSG00000172493_at	AF4/FMR2 family, member 1 [Source:HGNC Symbol;Acc:HGNC:7135]
ENSG00000172500_at	fibroblast growth factor (acidic) intracellular binding protein [Source:HGNC Symbol;Acc:HGNC:3705]
ENSG00000172530_at	BTG3 associated nuclear protein [Source:HGNC Symbol;Acc:HGNC:13450]
ENSG00000172531_at	protein phosphatase 1, catalytic subunit, alpha isozyme [Source:HGNC Symbol;Acc:HGNC:9281]
ENSG00000172534_at	host cell factor C1 [Source:HGNC Symbol;Acc:HGNC:4839]
ENSG00000172543_at	cathepsin W [Source:HGNC Symbol;Acc:HGNC:2546]
ENSG00000172554_at	syntrophin, gamma 2 [Source:HGNC Symbol;Acc:HGNC:13741]
ENSG00000172572_at	phosphodiesterase 3A, cGMP-inhibited [Source:HGNC Symbol;Acc:HGNC:8778]
ENSG00000172575_at	RAS guanyl releasing protein 1 (calcium and DAG-regulated) [Source:HGNC Symbol;Acc:HGNC:9878]
ENSG00000172594_at	sphingomyelin phosphodiesterase, acid-like 3A [Source:HGNC Symbol;Acc:HGNC:17389]
ENSG00000172602_at	Rho family GTPase 1 [Source:HGNC Symbol;Acc:HGNC:18314]
ENSG00000172613_at	RAD9 checkpoint clamp component A [Source:HGNC Symbol;Acc:HGNC:9827]
ENSG00000172638_at	EGF containing fibulin-like extracellular matrix protein 2 [Source:HGNC Symbol;Acc:HGNC:3219]
ENSG00000172661_at	family with sequence similarity 21, member C [Source:HGNC Symbol;Acc:HGNC:23414]
ENSG00000172663_at	transmembrane protein 134 [Source:HGNC Symbol;Acc:HGNC:26142]
ENSG00000172667_at	zinc finger, matrin-type 3 [Source:HGNC Symbol;Acc:HGNC:29983]
ENSG00000172680_at	v-mos Moloney murine sarcoma viral oncogene homolog [Source:HGNC Symbol;Acc:HGNC:7199]
ENSG00000172724_at	chemokine (C-C motif) ligand 19 [Source:HGNC Symbol;Acc:HGNC:10617]
ENSG00000172725_at	coronin, actin binding protein, 1B [Source:HGNC Symbol;Acc:HGNC:2253]
ENSG00000172731_at	leucine rich repeat containing 20 [Source:HGNC Symbol;Acc:HGNC:23421]
ENSG00000172732_at	MUS81 structure-specific endonuclease subunit [Source:HGNC Symbol;Acc:HGNC:29814]
ENSG00000172733_at	purine-rich element binding protein G [Source:HGNC Symbol;Acc:HGNC:17930]
ENSG00000172765_at	transmembrane and coiled-coil domain family 1 [Source:HGNC Symbol;Acc:HGNC:29116]
ENSG00000172766_at	N(alpha)-acetyltransferase 16, NatA auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:26164]
ENSG00000172775_at	family with sequence similarity 192, member A [Source:HGNC Symbol;Acc:HGNC:29856]
ENSG00000172795_at	decapping mRNA 2 [Source:HGNC Symbol;Acc:HGNC:24452]
ENSG00000172809_at	ribosomal protein L38 [Source:HGNC Symbol;Acc:HGNC:10349]
ENSG00000172817_at	cytochrome P450, family 7, subfamily B, polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:2652]
ENSG00000172818_at	ovo-like zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:8525]
ENSG00000172819_at	retinoic acid receptor, gamma [Source:HGNC Symbol;Acc:HGNC:9866]
ENSG00000172830_at	slingshot protein phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:30581]
ENSG00000172831_at	carboxylesterase 2 [Source:HGNC Symbol;Acc:HGNC:1864]
ENSG00000172845_at	Sp3 transcription factor [Source:HGNC Symbol;Acc:HGNC:11208]
ENSG00000172867_at	keratin 2, type II [Source:HGNC Symbol;Acc:HGNC:6439]
ENSG00000172869_at	Dmx-like 1 [Source:HGNC Symbol;Acc:HGNC:2937]
ENSG00000172889_at	EGF-like-domain, multiple 7 [Source:HGNC Symbol;Acc:HGNC:20594]
ENSG00000172890_at	NAD synthetase 1 [Source:HGNC Symbol;Acc:HGNC:29832]
ENSG00000172893_at	7-dehydrocholesterol reductase [Source:HGNC Symbol;Acc:HGNC:2860]
ENSG00000172912_at	cytochrome c oxidase subunit VIb polypeptide 1 (ubiquitous) pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:2283]
ENSG00000172915_at	neurobeachin [Source:HGNC Symbol;Acc:HGNC:7648]
ENSG00000172936_at	myeloid differentiation primary response 88 [Source:HGNC Symbol;Acc:HGNC:7562]
ENSG00000172939_at	oxidative stress responsive 1 [Source:HGNC Symbol;Acc:HGNC:8508]
ENSG00000172940_at	solute carrier family 22 (organic anion/urate transporter), member 13 [Source:HGNC Symbol;Acc:HGNC:8494]
ENSG00000172943_at	PHD finger protein 8 [Source:HGNC Symbol;Acc:HGNC:20672]
ENSG00000172955_at	alcohol dehydrogenase 6 (class V) [Source:HGNC Symbol;Acc:HGNC:255]
ENSG00000172977_at	K(lysine) acetyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:5275]
ENSG00000172987_at	heparanase 2 (inactive) [Source:HGNC Symbol;Acc:HGNC:18374]
ENSG00000172992_at	dephospho-CoA kinase domain containing [Source:HGNC Symbol;Acc:HGNC:26238]
ENSG00000172995_at	cAMP-regulated phosphoprotein, 21kDa [Source:HGNC Symbol;Acc:HGNC:16968]
ENSG00000173020_at	adrenergic, beta, receptor kinase 1 [Source:HGNC Symbol;Acc:HGNC:289]
ENSG00000173039_at	v-rel avian reticuloendotheliosis viral oncogene homolog A [Source:HGNC Symbol;Acc:HGNC:9955]
ENSG00000173064_at	HECT domain containing E3 ubiquitin protein ligase 4 [Source:HGNC Symbol;Acc:HGNC:26611]
ENSG00000173065_at	family with sequence similarity 222, member B [Source:HGNC Symbol;Acc:HGNC:25563]
ENSG00000173068_at	basonuclin 2 [Source:HGNC Symbol;Acc:HGNC:30988]
ENSG00000173077_at	deleted in esophageal cancer 1 [Source:HGNC Symbol;Acc:HGNC:23658]
ENSG00000173083_at	heparanase [Source:HGNC Symbol;Acc:HGNC:5164]
ENSG00000173085_at	coenzyme Q2 4-hydroxybenzoate polyprenyltransferase [Source:HGNC Symbol;Acc:HGNC:25223]
ENSG00000173113_at	tRNA methyltransferase 11-2 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:26940]
ENSG00000173114_at	leucine rich repeat neuronal 3 [Source:HGNC Symbol;Acc:HGNC:17200]
ENSG00000173120_at	lysine (K)-specific demethylase 2A [Source:HGNC Symbol;Acc:HGNC:13606]
ENSG00000173141_at	mitochondrial ribosomal protein L57 [Source:HGNC Symbol;Acc:HGNC:14514]
ENSG00000173145_at	NOC3-like DNA replication regulator [Source:HGNC Symbol;Acc:HGNC:24034]
ENSG00000173153_at	estrogen-related receptor alpha [Source:HGNC Symbol;Acc:HGNC:3471]
ENSG00000173156_at	ras homolog family member D [Source:HGNC Symbol;Acc:HGNC:670]
ENSG00000173157_at	ADAM metallopeptidase with thrombospondin type 1 motif, 20 [Source:HGNC Symbol;Acc:HGNC:17178]
ENSG00000173198_at	cysteinyl leukotriene receptor 1 [Source:HGNC Symbol;Acc:HGNC:17451]
ENSG00000173208_at	ATP-binding cassette, sub-family D (ALD), member 2 [Source:HGNC Symbol;Acc:HGNC:66]
ENSG00000173209_at	AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast) [Source:HGNC Symbol;Acc:HGNC:20437]
ENSG00000173210_at	actin binding LIM protein family, member 3 [Source:HGNC Symbol;Acc:HGNC:29132]
ENSG00000173218_at	VANGL planar cell polarity protein 1 [Source:HGNC Symbol;Acc:HGNC:15512]
ENSG00000173221_at	glutaredoxin (thioltransferase) [Source:HGNC Symbol;Acc:HGNC:4330]
ENSG00000173226_at	IQ motif containing B1 [Source:HGNC Symbol;Acc:HGNC:28949]
ENSG00000173227_at	synaptotagmin XII [Source:HGNC Symbol;Acc:HGNC:18381]
ENSG00000173230_at	golgin B1 [Source:HGNC Symbol;Acc:HGNC:4429]
ENSG00000173264_at	G protein-coupled receptor 137 [Source:HGNC Symbol;Acc:HGNC:24300]
ENSG00000173267_at	synuclein, gamma (breast cancer-specific protein 1) [Source:HGNC Symbol;Acc:HGNC:11141]
ENSG00000173269_at	multimerin 2 [Source:HGNC Symbol;Acc:HGNC:19888]
ENSG00000173272_at	mitotic spindle organizing protein 2A [Source:HGNC Symbol;Acc:HGNC:33187]
ENSG00000173273_at	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase [Source:HGNC Symbol;Acc:HGNC:11941]
ENSG00000173327_at	mitogen-activated protein kinase kinase kinase 11 [Source:HGNC Symbol;Acc:HGNC:6850]
ENSG00000173334_at	tribbles pseudokinase 1 [Source:HGNC Symbol;Acc:HGNC:16891]
ENSG00000173338_at	potassium channel, two pore domain subfamily K, member 7 [Source:HGNC Symbol;Acc:HGNC:6282]
ENSG00000173357_at	NA
ENSG00000173369_at	complement component 1, q subcomponent, B chain [Source:HGNC Symbol;Acc:HGNC:1242]
ENSG00000173372_at	complement component 1, q subcomponent, A chain [Source:HGNC Symbol;Acc:HGNC:1241]
ENSG00000173376_at	neuron-derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:26256]
ENSG00000173391_at	oxidized low density lipoprotein (lectin-like) receptor 1 [Source:HGNC Symbol;Acc:HGNC:8133]
ENSG00000173402_at	dystroglycan 1 (dystrophin-associated glycoprotein 1) [Source:HGNC Symbol;Acc:HGNC:2666]
ENSG00000173404_at	insulinoma-associated 1 [Source:HGNC Symbol;Acc:HGNC:6090]
ENSG00000173406_at	Dab, reelin signal transducer, homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:2661]
ENSG00000173465_at	Sjogren syndrome/scleroderma autoantigen 1 [Source:HGNC Symbol;Acc:HGNC:11328]
ENSG00000173473_at	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1 [Source:HGNC Symbol;Acc:HGNC:11104]
ENSG00000173482_at	protein tyrosine phosphatase, receptor type, M [Source:HGNC Symbol;Acc:HGNC:9675]
ENSG00000173486_at	FK506 binding protein 2, 13kDa [Source:HGNC Symbol;Acc:HGNC:3718]
ENSG00000173511_at	vascular endothelial growth factor B [Source:HGNC Symbol;Acc:HGNC:12681]
ENSG00000173517_at	pseudopodium-enriched atypical kinase 1 [Source:HGNC Symbol;Acc:HGNC:29431]
ENSG00000173530_at	tumor necrosis factor receptor superfamily, member 10d, decoy with truncated death domain [Source:HGNC Symbol;Acc:HGNC:11907]
ENSG00000173535_at	tumor necrosis factor receptor superfamily, member 10c, decoy without an intracellular domain [Source:HGNC Symbol;Acc:HGNC:11906]
ENSG00000173540_at	GDP-mannose pyrophosphorylase B [Source:HGNC Symbol;Acc:HGNC:22932]
ENSG00000173546_at	chondroitin sulfate proteoglycan 4 [Source:HGNC Symbol;Acc:HGNC:2466]
ENSG00000173559_at	nucleic acid binding protein 1 [Source:HGNC Symbol;Acc:HGNC:26232]
ENSG00000173575_at	chromodomain helicase DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:1917]
ENSG00000173578_at	chemokine (C motif) receptor 1 [Source:HGNC Symbol;Acc:HGNC:1625]
ENSG00000173581_at	coiled-coil domain containing 106 [Source:HGNC Symbol;Acc:HGNC:30181]
ENSG00000173585_at	chemokine (C-C motif) receptor 9 [Source:HGNC Symbol;Acc:HGNC:1610]
ENSG00000173588_at	centrosomal protein 83kDa [Source:HGNC Symbol;Acc:HGNC:17966]
ENSG00000173597_at	sulfotransferase family, cytosolic, 1B, member 1 [Source:HGNC Symbol;Acc:HGNC:17845]
ENSG00000173598_at	nudix (nucleoside diphosphate linked moiety X)-type motif 4 [Source:HGNC Symbol;Acc:HGNC:8051]
ENSG00000173599_at	pyruvate carboxylase [Source:HGNC Symbol;Acc:HGNC:8636]
ENSG00000173611_at	suppressor of cancer cell invasion [Source:HGNC Symbol;Acc:HGNC:26709]
ENSG00000173621_at	leucine rich repeat and fibronectin type III domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28456]
ENSG00000173638_at	solute carrier family 19 (folate transporter), member 1 [Source:HGNC Symbol;Acc:HGNC:10937]
ENSG00000173641_at	heat shock 27kDa protein family, member 7 (cardiovascular) [Source:HGNC Symbol;Acc:HGNC:5249]
ENSG00000173653_at	Ras converting CAAX endopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:13721]
ENSG00000173674_at	eukaryotic translation initiation factor 1A, X-linked [Source:HGNC Symbol;Acc:HGNC:3250]
ENSG00000173692_at	proteasome (prosome, macropain) 26S subunit, non-ATPase, 1 [Source:HGNC Symbol;Acc:HGNC:9554]
ENSG00000173698_at	adhesion G protein-coupled receptor G2 [Source:HGNC Symbol;Acc:HGNC:4516]
ENSG00000173702_at	mucin 13, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7511]
ENSG00000173705_at	sushi domain containing 5 [Source:HGNC Symbol;Acc:HGNC:29061]
ENSG00000173706_at	heart development protein with EGF-like domains 1 [Source:HGNC Symbol;Acc:HGNC:29227]
ENSG00000173715_at	chromosome 11 open reading frame 80 [Source:HGNC Symbol;Acc:HGNC:26197]
ENSG00000173726_at	translocase of outer mitochondrial membrane 20 homolog (yeast) [Source:HGNC Symbol;Acc:HGNC:20947]
ENSG00000173744_at	ArfGAP with FG repeats 1 [Source:HGNC Symbol;Acc:HGNC:5175]
ENSG00000173757_at	signal transducer and activator of transcription 5B [Source:HGNC Symbol;Acc:HGNC:11367]
ENSG00000173762_at	CD7 molecule [Source:HGNC Symbol;Acc:HGNC:1695]
ENSG00000173786_at	2',3'-cyclic nucleotide 3' phosphodiesterase [Source:HGNC Symbol;Acc:HGNC:2158]
ENSG00000173801_at	junction plakoglobin [Source:HGNC Symbol;Acc:HGNC:6207]
ENSG00000173805_at	huntingtin-associated protein 1 [Source:HGNC Symbol;Acc:HGNC:4812]
ENSG00000173809_at	tudor domain containing 12 [Source:HGNC Symbol;Acc:HGNC:25044]
ENSG00000173812_at	eukaryotic translation initiation factor 1 [Source:HGNC Symbol;Acc:HGNC:3249]
ENSG00000173826_at	potassium channel, voltage gated eag related subfamily H, member 6 [Source:HGNC Symbol;Acc:HGNC:18862]
ENSG00000173846_at	polo-like kinase 3 [Source:HGNC Symbol;Acc:HGNC:2154]
ENSG00000173848_at	neuroepithelial cell transforming 1 [Source:HGNC Symbol;Acc:HGNC:14592]
ENSG00000173852_at	dpy-19-like 1 (C. elegans) [Source:HGNC Symbol;Acc:HGNC:22205]
ENSG00000173862_at	NA
ENSG00000173889_at	polyhomeotic homolog 3 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:15682]
ENSG00000173894_at	chromobox homolog 2 [Source:HGNC Symbol;Acc:HGNC:1552]
ENSG00000173898_at	spectrin, beta, non-erythrocytic 2 [Source:HGNC Symbol;Acc:HGNC:11276]
ENSG00000173905_at	golgi integral membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:15448]
ENSG00000173914_at	RNA binding motif protein 4B [Source:HGNC Symbol;Acc:HGNC:28842]
ENSG00000173917_at	homeobox B2 [Source:HGNC Symbol;Acc:HGNC:5113]
ENSG00000173918_at	C1q and tumor necrosis factor related protein 1 [Source:HGNC Symbol;Acc:HGNC:14324]
ENSG00000173926_at	membrane-associated ring finger (C3HC4) 3, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:28728]
ENSG00000173930_at	solute carrier organic anion transporter family, member 4C1 [Source:HGNC Symbol;Acc:HGNC:23612]
ENSG00000173991_at	titin-cap [Source:HGNC Symbol;Acc:HGNC:11610]
ENSG00000173992_at	copper chaperone for superoxide dismutase [Source:HGNC Symbol;Acc:HGNC:1613]
ENSG00000174021_at	guanine nucleotide binding protein (G protein), gamma 5 [Source:HGNC Symbol;Acc:HGNC:4408]
ENSG00000174059_at	CD34 molecule [Source:HGNC Symbol;Acc:HGNC:1662]
ENSG00000174080_at	cathepsin F [Source:HGNC Symbol;Acc:HGNC:2531]
ENSG00000174106_at	LEM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28887]
ENSG00000174125_at	toll-like receptor 1 [Source:HGNC Symbol;Acc:HGNC:11847]
ENSG00000174156_at	glutathione S-transferase alpha 3 [Source:HGNC Symbol;Acc:HGNC:4628]
ENSG00000174165_at	zinc finger, DHHC-type containing 24 [Source:HGNC Symbol;Acc:HGNC:27387]
ENSG00000174175_at	selectin P (granule membrane protein 140kDa, antigen CD62) [Source:HGNC Symbol;Acc:HGNC:10721]
ENSG00000174197_at	MGA, MAX dimerization protein [Source:HGNC Symbol;Acc:HGNC:14010]
ENSG00000174227_at	phosphatidylinositol glycan anchor biosynthesis, class G [Source:HGNC Symbol;Acc:HGNC:25985]
ENSG00000174231_at	pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]
ENSG00000174233_at	adenylate cyclase 6 [Source:HGNC Symbol;Acc:HGNC:237]
ENSG00000174238_at	phosphatidylinositol transfer protein, alpha [Source:HGNC Symbol;Acc:HGNC:9001]
ENSG00000174243_at	DEAD (Asp-Glu-Ala-Asp) box polypeptide 23 [Source:HGNC Symbol;Acc:HGNC:17347]
ENSG00000174255_at	zinc finger protein 80 [Source:HGNC Symbol;Acc:HGNC:13155]
ENSG00000174276_at	zinc finger, HIT-type containing 2 [Source:HGNC Symbol;Acc:HGNC:1177]
ENSG00000174292_at	tyrosine kinase, non-receptor, 1 [Source:HGNC Symbol;Acc:HGNC:11940]
ENSG00000174306_at	zinc fingers and homeoboxes 3 [Source:HGNC Symbol;Acc:HGNC:15935]
ENSG00000174307_at	pleckstrin homology-like domain, family A, member 3 [Source:HGNC Symbol;Acc:HGNC:8934]
ENSG00000174343_at	cholinergic receptor, nicotinic, alpha 9 (neuronal) [Source:HGNC Symbol;Acc:HGNC:14079]
ENSG00000174371_at	exonuclease 1 [Source:HGNC Symbol;Acc:HGNC:3511]
ENSG00000174373_at	Ral GTPase activating protein, alpha subunit 1 (catalytic) [Source:HGNC Symbol;Acc:HGNC:17770]
ENSG00000174405_at	ligase IV, DNA, ATP-dependent [Source:HGNC Symbol;Acc:HGNC:6601]
ENSG00000174417_at	thyrotropin-releasing hormone receptor [Source:HGNC Symbol;Acc:HGNC:12299]
ENSG00000174437_at	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2 [Source:HGNC Symbol;Acc:HGNC:812]
ENSG00000174442_at	zwilch kinetochore protein [Source:HGNC Symbol;Acc:HGNC:25468]
ENSG00000174444_at	ribosomal protein L4 [Source:HGNC Symbol;Acc:HGNC:10353]
ENSG00000174446_at	small nuclear RNA activating complex, polypeptide 5, 19kDa [Source:HGNC Symbol;Acc:HGNC:15484]
ENSG00000174469_at	contactin associated protein-like 2 [Source:HGNC Symbol;Acc:HGNC:13830]
ENSG00000174485_at	DENN/MADD domain containing 4A [Source:HGNC Symbol;Acc:HGNC:24321]
ENSG00000174547_at	mitochondrial ribosomal protein L11 [Source:HGNC Symbol;Acc:HGNC:14042]
ENSG00000174562_at	kallikrein-related peptidase 15 [Source:HGNC Symbol;Acc:HGNC:20453]
ENSG00000174572_at	NA
ENSG00000174574_at	akirin 1 [Source:HGNC Symbol;Acc:HGNC:25744]
ENSG00000174579_at	male-specific lethal 2 homolog (Drosophila) [Source:HGNC Symbol;Acc:HGNC:25544]
ENSG00000174600_at	chemerin chemokine-like receptor 1 [Source:HGNC Symbol;Acc:HGNC:2121]
ENSG00000174606_at	angel homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:30534]
ENSG00000174607_at	UDP glycosyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:12555]
ENSG00000174628_at	IQ motif containing K [Source:HGNC Symbol;Acc:HGNC:28556]
ENSG00000174640_at	solute carrier organic anion transporter family, member 2A1 [Source:HGNC Symbol;Acc:HGNC:10955]
ENSG00000174652_at	zinc finger protein 266 [Source:HGNC Symbol;Acc:HGNC:13059]
ENSG00000174669_at	solute carrier family 29 (equilibrative nucleoside transporter), member 2 [Source:HGNC Symbol;Acc:HGNC:11004]
ENSG00000174672_at	BR serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:11405]
ENSG00000174684_at	beta-1,4-glucuronyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:15685]
ENSG00000174697_at	leptin [Source:HGNC Symbol;Acc:HGNC:6553]
ENSG00000174718_at	KIAA1551 [Source:HGNC Symbol;Acc:HGNC:25559]
ENSG00000174720_at	La ribonucleoprotein domain family, member 7 [Source:HGNC Symbol;Acc:HGNC:24912]
ENSG00000174738_at	nuclear receptor subfamily 1, group D, member 2 [Source:HGNC Symbol;Acc:HGNC:7963]
ENSG00000174744_at	breast cancer metastasis suppressor 1 [Source:HGNC Symbol;Acc:HGNC:17262]
ENSG00000174748_at	ribosomal protein L15 [Source:HGNC Symbol;Acc:HGNC:10306]
ENSG00000174775_at	Harvey rat sarcoma viral oncogene homolog [Source:HGNC Symbol;Acc:HGNC:5173]
ENSG00000174780_at	signal recognition particle 72kDa [Source:HGNC Symbol;Acc:HGNC:11303]
ENSG00000174791_at	Ras and Rab interactor 1 [Source:HGNC Symbol;Acc:HGNC:18749]
ENSG00000174799_at	centrosomal protein 135kDa [Source:HGNC Symbol;Acc:HGNC:29086]
ENSG00000174804_at	frizzled class receptor 4 [Source:HGNC Symbol;Acc:HGNC:4042]
ENSG00000174807_at	CD248 molecule, endosialin [Source:HGNC Symbol;Acc:HGNC:18219]
ENSG00000174808_at	betacellulin [Source:HGNC Symbol;Acc:HGNC:1121]
ENSG00000174837_at	adhesion G protein-coupled receptor E1 [Source:HGNC Symbol;Acc:HGNC:3336]
ENSG00000174840_at	phosphodiesterase 12 [Source:HGNC Symbol;Acc:HGNC:25386]
ENSG00000174842_at	glomulin, FKBP associated protein [Source:HGNC Symbol;Acc:HGNC:14373]
ENSG00000174851_at	Yip1 interacting factor homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:16688]
ENSG00000174891_at	arginine/serine-rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:24152]
ENSG00000174903_at	RAB1B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18370]
ENSG00000174915_at	phosphatidylserine synthase 2 [Source:HGNC Symbol;Acc:HGNC:15463]
ENSG00000174938_at	seizure related 6 homolog (mouse)-like 2 [Source:HGNC Symbol;Acc:HGNC:30844]
ENSG00000174939_at	aspartate beta-hydroxylase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:27380]
ENSG00000174943_at	potassium channel tetramerization domain containing 13 [Source:HGNC Symbol;Acc:HGNC:22234]
ENSG00000174944_at	purinergic receptor P2Y, G-protein coupled, 14 [Source:HGNC Symbol;Acc:HGNC:16442]
ENSG00000174946_at	G protein-coupled receptor 171 [Source:HGNC Symbol;Acc:HGNC:30057]
ENSG00000174951_at	fucosyltransferase 1 (galactoside 2-alpha-L-fucosyltransferase, H blood group) [Source:HGNC Symbol;Acc:HGNC:4012]
ENSG00000174977_at	NA
ENSG00000174990_at	carbonic anhydrase VA, mitochondrial [Source:HGNC Symbol;Acc:HGNC:1377]
ENSG00000174992_at	zymogen granule protein 16 [Source:HGNC Symbol;Acc:HGNC:30961]
ENSG00000174996_at	kinesin light chain 2 [Source:HGNC Symbol;Acc:HGNC:20716]
ENSG00000175003_at	solute carrier family 22 (organic cation transporter), member 1 [Source:HGNC Symbol;Acc:HGNC:10963]
ENSG00000175029_at	C-terminal binding protein 2 [Source:HGNC Symbol;Acc:HGNC:2495]
ENSG00000175040_at	carbohydrate (N-acetylglucosamine-6-O) sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:1970]
ENSG00000175048_at	zinc finger, DHHC-type containing 14 [Source:HGNC Symbol;Acc:HGNC:20341]
ENSG00000175054_at	ATR serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:882]
ENSG00000175063_at	ubiquitin-conjugating enzyme E2C [Source:HGNC Symbol;Acc:HGNC:15937]
ENSG00000175073_at	valosin containing protein (p97)/p47 complex interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:30897]
ENSG00000175084_at	desmin [Source:HGNC Symbol;Acc:HGNC:2770]
ENSG00000175097_at	recombination activating gene 2 [Source:HGNC Symbol;Acc:HGNC:9832]
ENSG00000175104_at	TNF receptor-associated factor 6, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:12036]
ENSG00000175105_at	zinc finger protein 654 [Source:HGNC Symbol;Acc:HGNC:25612]
ENSG00000175110_at	mitochondrial ribosomal protein S22 [Source:HGNC Symbol;Acc:HGNC:14508]
ENSG00000175115_at	phosphofurin acidic cluster sorting protein 1 [Source:HGNC Symbol;Acc:HGNC:30032]
ENSG00000175130_at	MARCKS-like 1 [Source:HGNC Symbol;Acc:HGNC:7142]
ENSG00000175164_at	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase) [Source:HGNC Symbol;Acc:HGNC:79]
ENSG00000175170_at	family with sequence similarity 182, member B [Source:HGNC Symbol;Acc:HGNC:34503]
ENSG00000175175_at	protein phosphatase, Mg2+/Mn2+ dependent, 1E [Source:HGNC Symbol;Acc:HGNC:19322]
ENSG00000175183_at	cysteine and glycine-rich protein 2 [Source:HGNC Symbol;Acc:HGNC:2470]
ENSG00000175189_at	inhibin, beta C [Source:HGNC Symbol;Acc:HGNC:6068]
ENSG00000175193_at	presenilin associated, rhomboid-like [Source:HGNC Symbol;Acc:HGNC:18253]
ENSG00000175197_at	DNA-damage-inducible transcript 3 [Source:HGNC Symbol;Acc:HGNC:2726]
ENSG00000175198_at	propionyl CoA carboxylase, alpha polypeptide [Source:HGNC Symbol;Acc:HGNC:8653]
ENSG00000175203_at	dynactin 2 (p50) [Source:HGNC Symbol;Acc:HGNC:2712]
ENSG00000175206_at	natriuretic peptide A [Source:HGNC Symbol;Acc:HGNC:7939]
ENSG00000175213_at	zinc finger protein 408 [Source:HGNC Symbol;Acc:HGNC:20041]
ENSG00000175215_at	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:17077]
ENSG00000175216_at	cytoskeleton associated protein 5 [Source:HGNC Symbol;Acc:HGNC:28959]
ENSG00000175220_at	Rho GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:673]
ENSG00000175221_at	mediator complex subunit 16 [Source:HGNC Symbol;Acc:HGNC:17556]
ENSG00000175224_at	autophagy related 13 [Source:HGNC Symbol;Acc:HGNC:29091]
ENSG00000175264_at	carbohydrate (keratan sulfate Gal-6) sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:1969]
ENSG00000175265_at	golgin A8 family, member A [Source:HGNC Symbol;Acc:HGNC:31972]
ENSG00000175274_at	tumor protein p53 inducible protein 11 [Source:HGNC Symbol;Acc:HGNC:16842]
ENSG00000175283_at	dolichol kinase [Source:HGNC Symbol;Acc:HGNC:23406]
ENSG00000175305_at	cyclin E2 [Source:HGNC Symbol;Acc:HGNC:1590]
ENSG00000175315_at	cystatin E/M [Source:HGNC Symbol;Acc:HGNC:2478]
ENSG00000175324_at	LSM1 homolog, mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:20472]
ENSG00000175325_at	PROP paired-like homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9455]
ENSG00000175334_at	barrier to autointegration factor 1 [Source:HGNC Symbol;Acc:HGNC:17397]
ENSG00000175336_at	apolipoprotein F [Source:HGNC Symbol;Acc:HGNC:615]
